#node	identifier	x_position	y_position	color	annotation
AHCYL2	9606.ENSP00000315931	0.36719822365765037	0.22274696707105718	rgb(239,127,117)	Adenosylhomocysteinase 3; May regulate the electrogenic sodium/bicarbonate cotransporter SLC4A4 activity and Mg(2+)-sensitivity. On the contrary of its homolog AHCYL1, does not regulate ITPR1 sensitivity to inositol 1,4,5-trisphosphate ; Belongs to the adenosylhomocysteinase family.
AHR	9606.ENSP00000242057	0.39626564392410174	0.29878682842287696	rgb(239,128,117)	Aryl hydrocarbon receptor; Ligand-activated transcriptional activator. Binds to the XRE promoter region of genes it activates. Activates the expression of multiple phase I and II xenobiotic chemical metabolizing enzyme genes (such as the CYP1A1 gene). Mediates biochemical and toxic effects of halogenated aromatic hydrocarbons. Involved in cell-cycle regulation. Likely to play an important role in the development and maturation of many tissues. Regulates the circadian clock by inhibiting the basal and circadian expression of the core circadian component PER1. Inhibits PER1 by repressing [...] 
AK3	9606.ENSP00000371230	0.3988090431974162	0.7090121317157714	rgb(239,129,117)	GTP:AMP phosphotransferase AK3, mitochondrial; Involved in maintaining the homeostasis of cellular nucleotides by catalyzing the interconversion of nucleoside phosphates. Has GTP:AMP phosphotransferase and ITP:AMP phosphotransferase activities; Belongs to the adenylate kinase family. AK3 subfamily.
AKR1C3	9606.ENSP00000369927	0.5263423496164716	0.6512998266897748	rgb(239,130,117)	Aldo-keto reductase family 1 member C3; Catalyzes the conversion of aldehydes and ketones to alcohols. Catalyzes the reduction of prostaglandin (PG) D2, PGH2 and phenanthrenequinone (PQ) and the oxidation of 9-alpha,11-beta-PGF2 to PGD2. Functions as a bi-directional 3-alpha-, 17-beta- and 20-alpha HSD. Can interconvert active androgens, estrogens and progestins with their cognate inactive metabolites. Preferentially transforms androstenedione (4-dione) to testosterone; Belongs to the aldo/keto reductase family.
AKT2	9606.ENSP00000375892	0.520892208316512	0.49220103986135183	rgb(239,131,117)	RAC-beta serine/threonine-protein kinase; AKT2 is one of 3 closely related serine/threonine-protein kinases (AKT1, AKT2 and AKT3) called the AKT kinase, and which regulate many processes including metabolism, proliferation, cell survival, growth and angiogenesis. This is mediated through serine and/or threonine phosphorylation of a range of downstream substrates. Over 100 substrate candidates have been reported so far, but for most of them, no isoform specificity has been reported. AKT is responsible of the regulation of glucose uptake by mediating insulin-induced translocation of the  [...] 
ALAD	9606.ENSP00000386284	0.6658659668954381	0.8447140381282496	rgb(239,132,117)	Delta-aminolevulinic acid dehydratase; Catalyzes an early step in the biosynthesis of tetrapyrroles. Binds two molecules of 5-aminolevulinate per subunit, each at a distinct site, and catalyzes their condensation to form porphobilinogen; Belongs to the ALAD family.
ALCAM	9606.ENSP00000305988	0.3657448526443278	0.15138648180242634	rgb(239,133,117)	CD166 antigen; Cell adhesion molecule that mediates both heterotypic cell- cell contacts via its interaction with CD6, as well as homotypic cell- cell contacts. Promotes T-cell activation and proliferation via its interactions with CD6. Contributes to the formation and maturation of the immunological synapse via its interactions with CD6. Mediates homotypic interactions with cells that express ALCAM. Required for normal hematopoietic stem cell engraftment in the bone marrow. Mediates attachment of dendritic cells onto endothelial cells via homotypic interaction. Inhibits endothelial ce [...] 
ALDH1L1	9606.ENSP00000273450	0.5183488090431975	0.7682842287694975	rgb(239,134,117)	Cytosolic 10-formyltetrahydrofolate dehydrogenase; Aldehyde dehydrogenase 1 family member L1; In the N-terminal section; belongs to the GART family.
ALDH2	9606.ENSP00000261733	0.7668752523213566	0.5990467937608319	rgb(239,135,117)	Aldehyde dehydrogenase, mitochondrial; Aldehyde dehydrogenase 2 family member; Belongs to the aldehyde dehydrogenase family.
ALDH5A1	9606.ENSP00000314649	0.8631610819539766	0.5386048526863085	rgb(239,136,117)	Succinate-semialdehyde dehydrogenase, mitochondrial; Catalyzes one step in the degradation of the inhibitory neurotransmitter gamma-aminobutyric acid (GABA).
ALDH6A1	9606.ENSP00000450436	0.7752321356479612	0.5233968804159446	rgb(239,137,117)	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial; Plays a role in valine and pyrimidine metabolism. Binds fatty acyl-CoA; Belongs to the aldehyde dehydrogenase family.
ALDH9A1	9606.ENSP00000346827	0.7741421073879694	0.6107452339688042	rgb(239,138,117)	4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed; Converts gamma-trimethylaminobutyraldehyde into gamma- butyrobetaine with high efficiency (in vitro). Can catalyze the irreversible oxidation of a broad range of aldehydes to the corresponding acids in an NAD-dependent reaction, but with low efficiency.
ALDOC	9606.ENSP00000378731	0.29271295922486884	0.5101386481802427	rgb(239,139,117)	Aldolase, fructose-bisphosphate C.
ALOX5AP	9606.ENSP00000479870	0.2284012918853452	0.8610918544194107	rgb(239,140,117)	Arachidonate 5-lipoxygenase-activating protein; Required for leukotriene biosynthesis by ALOX5 (5- lipoxygenase). Anchors ALOX5 to the membrane. Binds arachidonic acid, and could play an essential role in the transfer of arachidonic acid to ALOX5. Binds to MK-886, a compound that blocks the biosynthesis of leukotrienes; Belongs to the MAPEG family.
ANK2	9606.ENSP00000349588	0.25419862737182075	0.3678076256499134	rgb(239,140,117)	Ankyrin-2; Plays an essential role in the localization and membrane stabilization of ion transporters and ion channels in several cell types, including cardiomyocytes, as well as in striated muscle cells. In skeletal muscle, required for proper localization of DMD and DCTN4 and for the formation and/or stability of a special subset of microtubules associated with costameres and neuromuscular junctions. In cardiomyocytes, required for coordinate assembly of Na/Ca exchanger, SLC8A1/NCX1, Na/K ATPases ATP1A1 and ATP1A2 and inositol 1,4,5- trisphosphate (InsP3) receptors at sarcoplasmic re [...] 
ANKFY1	9606.ENSP00000459943	0.16735970932579736	0.08041594454072791	rgb(239,141,117)	Rabankyrin-5; Proposed effector of Rab5. Binds to phosphatidylinositol 3- phosphate (PI(3)P). Involved in homotypic early endosome fusion and to a lesser extent in heterotypic fusion of chlathrin-coated vesicles with early endosomes. Involved in macropinocytosis; the function is dependent on Rab5-GTP. Required for correct endosomal localization. Involved in the internalization and trafficking of activated tyrosine kinase receptors such as PDGFRB. Regulates the subcellular localization of the retromer complex in a EHD1-dependent manner. Involved in endosome-to-Golgi transport and biosyn [...] 
ANKRD35	9606.ENSP00000347802	0.11649172385950747	0.46802426343154246	rgb(239,142,117)	Ankyrin repeat domain 35.
ANO6	9606.ENSP00000409126	0.43696003229713365	0.08587521663778164	rgb(239,143,117)	Anoctamin-6; Small-conductance calcium-activated nonselective cation (SCAN) channel which acts as a regulator of phospholipid scrambling in platelets and osteoblasts. Phospholipid scrambling results in surface exposure of phosphatidylserine which in platelets is essential to trigger the clotting system whereas in osteoblasts is essential for the deposition of hydroxyapatite during bone mineralization. Has calcium- dependent phospholipid scramblase activity; scrambles phosphatidylserine, phosphatidylcholine and galactosylceramide (By similarity). Can generate outwardly rectifying chlori [...] 
ANTXR1	9606.ENSP00000301945	0.5030884134033105	0.7846620450606586	rgb(239,144,117)	Anthrax toxin receptor 1; Plays a role in cell attachment and migration. Interacts with extracellular matrix proteins and with the actin cytoskeleton. Mediates adhesion of cells to type 1 collagen and gelatin, reorganization of the actin cytoskeleton and promotes cell spreading. Plays a role in the angiogenic response of cultured umbilical vein endothelial cells.
ANXA7	9606.ENSP00000362010	0.7726887363746467	0.16776429809358753	rgb(239,145,117)	Annexin A7; Calcium/phospholipid-binding protein which promotes membrane fusion and is involved in exocytosis; Belongs to the annexin family.
AP2A1	9606.ENSP00000351926	0.2244045215987081	0.23600519930675912	rgb(239,146,117)	AP-2 complex subunit alpha-1; Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold  [...] 
AP2M1	9606.ENSP00000403362	0.2058740411788454	0.25355285961871754	rgb(239,147,117)	AP-2 complex subunit mu; Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold but i [...] 
AP2S1	9606.ENSP00000470176	0.18807024626564395	0.21182842287694975	rgb(239,148,117)	AP-2 complex subunit sigma; Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein Transport via Transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold bu [...] 
APOD	9606.ENSP00000345179	0.2284012918853452	0.8119584055459272	rgb(239,149,117)	Apolipoprotein D; APOD occurs in the macromolecular complex with lecithin- cholesterol acyltransferase. It is probably involved in the transport and binding of bilin. Appears to be able to transport a variety of ligands in a number of different contexts.
APOE	9606.ENSP00000252486	0.22077109406540169	0.7565857885615253	rgb(239,150,117)	Apolipoprotein E; APOE is an apolipoprotein, a protein associating with lipid particles, that mainly functions in lipoprotein-mediated lipid transport between organs via the plasma and interstitial fluids. APOE is a core component of plasma lipoproteins and is involved in their production, conversion and clearance. Apoliproteins are amphipathic molecules that interact both with lipids of the lipoprotein particle core and the aqueous environment of the plasma. As such, APOE associates with chylomicrons, chylomicron remnants, very low density lipoproteins (VLDL) and intermediate density  [...] 
APOL2	9606.ENSP00000249066	0.6200847799757773	0.6700173310225304	rgb(239,151,117)	Apolipoprotein L2; May affect the movement of lipids in the cytoplasm or allow the binding of lipids to organelles.
APPL2	9606.ENSP00000446917	0.07579733548647558	0.7136915077989602	rgb(239,152,117)	DCC-interacting protein 13-beta; Multifunctional adapter protein that binds to various membrane receptors, nuclear factors and signaling proteins to regulate many processes, such as cell proliferation, immune response, endosomal trafficking and cell metabolism. Regulates signaling pathway leading to cell proliferation through interaction with RAB5A and subunits of the NuRD/MeCP1 complex. Plays a role in immune response by modulating phagocytosis, inflammatory and innate immune responses. In macrophages, enhances Fc-gamma receptor-mediated phagocytosis through interaction with RAB31 lea [...] 
ARAP1	9606.ENSP00000377233	0.7828623334679048	0.7246100519930676	rgb(239,153,117)	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1; Phosphatidylinositol 3,4,5-trisphosphate-dependent GTPase- activating protein that modulates actin cytoskeleton remodeling by regulating ARF and RHO family members. Is activated by phosphatidylinositol 3,4,5-trisphosphate (PtdIns(3,4,5)P3) binding. Can be activated by phosphatidylinositol 3,4-bisphosphate (PtdIns(3,4,5)P2) binding, albeit with lower efficiency. Has a preference for ARF1 and ARF5 (By similarity).
ARFGEF3	9606.ENSP00000251691	0.38609204683084375	0.2660311958405546	rgb(239,154,117)	Brefeldin A-inhibited guanine nucleotide-exchange protein 3; Participates in the regulation of systemic glucose homeostasis, where it negatively regulates insulin granule biogenesis in pancreatic islet beta cells (By similarity). Also regulates glucagon granule production in pancreatic alpha cells (By similarity). Inhibits nuclear translocation of the transcriptional coregulator PHB2 and may enhance estrogen receptor alpha (ESR1) transcriptional activity in breast cancer cells.
ARHGEF10L	9606.ENSP00000355060	0.5437828017763424	0.817417677642981	rgb(239,155,117)	Rho guanine nucleotide exchange factor 10-like protein; Acts as guanine nucleotide exchange factor (GEF) for RHOA, RHOB and RHOC.
ARHGEF26	9606.ENSP00000348828	0.22331449333871617	0.5171577123050259	rgb(239,156,117)	Rho guanine nucleotide exchange factor 26; Activates RhoG GTPase by promoting the exchange of GDP by GTP. Required for the formation of membrane ruffles during macropinocytosis. Required for the formation of cup-like structures during trans-endothelial migration of leukocytes. In case of Salmonella enterica infection, activated by SopB, which induces cytoskeleton rearrangements and promotes bacterial entry.
ARHGEF6	9606.ENSP00000250617	0.4453169156237384	0.343630849220104	rgb(239,157,117)	Rho guanine nucleotide exchange factor 6; Acts as a RAC1 guanine nucleotide exchange factor (GEF).
ARL8B	9606.ENSP00000479202	0.26909568025837705	0.8610918544194107	rgb(239,157,117)	ADP-ribosylation factor-like protein 8B; Plays a role in lysosome motility. In neurons, mediates the anterograde axonal long- range transport of presynaptic lysosome-related vesicles required for presynaptic biogenesis and synaptic function (By similarity). May play a role in chromosome segregation.
ARPC1A	9606.ENSP00000262942	0.27309245054501413	0.6645580589254767	rgb(239,158,117)	Actin-related protein 2/3 complex subunit 1A; Probably functions as component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks; Belongs to the WD repeat ARPC1 family.
ARPC5L	9606.ENSP00000345361	0.23857488897860318	0.6856152512998268	rgb(239,159,117)	Actin-related protein 2/3 complex subunit 5-like protein; May function as component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks; Belongs to the ARPC5 family.
ASAP3	9606.ENSP00000338769	0.6811263625353251	0.12954939341421146	rgb(239,160,117)	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3; Promotes cell proliferation.
ASL	9606.ENSP00000307188	0.5183488090431975	0.14592720970537262	rgb(239,161,117)	Argininosuccinate lyase.
ASRGL1	9606.ENSP00000400057	0.08597093257973355	0.8064991334488736	rgb(239,162,117)	Isoaspartyl peptidase/L-asparaginase alpha chain; Has both L-asparaginase and beta-aspartyl peptidase activity. May be involved in the production of L-aspartate, which can act as an excitatory neurotransmitter in some brain regions. Is highly active with L-Asp beta-methyl ester. Besides, has catalytic activity toward beta-aspartyl dipeptides and their methyl esters, including beta-L-Asp- L-Phe, beta-L-Asp-L-Phe methyl ester (aspartame), beta-L-Asp-L-Ala, beta-L-Asp-L-Leu and beta-L-Asp-L-Lys. Does not have aspartylglucosaminidase activity and is inactive toward GlcNAc-L-Asn. Likewise,  [...] 
ATG7	9606.ENSP00000346437	0.7883124747678644	0.4489168110918544	rgb(239,163,117)	Ubiquitin-like modifier-activating enzyme ATG7; E1-like activating enzyme involved in the 2 ubiquitin-like systems required for cytoplasm to vacuole transport (Cvt) and autophagy. Activates ATG12 for its conjugation with ATG5 as well as the ATG8 family proteins for their conjugation with phosphatidylethanolamine. Both systems are needed for the ATG8 association to Cvt vesicles and autophagosomes membranes. Required for autophagic death induced by caspase-8 inhibition. Required for mitophagy which contributes to regulate mitochondrial quantity and quality by eliminating the mitochondria [...] 
ATL1	9606.ENSP00000351155	0.5997375857892613	0.11863084922010399	rgb(239,164,117)	Atlastin-1; GTPase tethering membranes through formation of trans- homooligomers and mediating homotypic fusion of endoplasmic reticulum membranes. Functions in endoplasmic reticulum tubular network biogenesis. May also regulate Golgi biogenesis. May regulate axonal development. Belongs to the TRAFAC class dynamin-like GTPase superfamily. GB1/RHD3-type GTPase family. GB1 subfamily.
ATP1A1	9606.ENSP00000445306	0.4547638272103351	0.5623916811091855	rgb(239,165,117)	Sodium/potassium-transporting ATPase subunit alpha-1; This is the catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of sodium and potassium ions across the plasma membrane. This action creates the electrochemical gradient of sodium and potassium ions, providing the energy for active transport of various nutrients. Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIC subfamily.
ATP1A2	9606.ENSP00000354490	0.48019781994348004	0.5772097053726171	rgb(239,166,117)	Sodium/potassium-transporting ATPase subunit alpha-2; This is the catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of sodium and potassium ions across the plasma membrane. This action creates the electrochemical gradient of sodium and potassium, providing the energy for active transport of various nutrients; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIC subfamily.
ATP1B2	9606.ENSP00000250111	0.4896447315300767	0.5534228769497401	rgb(239,167,117)	Sodium/potassium-transporting ATPase subunit beta-2; This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The exact function of the beta-2 subunit is not known.
ATP2B4	9606.ENSP00000350310	0.11649172385950747	0.12409012131715771	rgb(239,168,117)	Plasma membrane calcium-transporting ATPase 4; Calcium/calmodulin-regulated and magnesium-dependent enzyme that catalyzes the hydrolysis of ATP coupled with the transport of calcium out of the cell. By regulating sperm cell calcium homeostasis, may play a role in sperm motility (By similarity). Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIB subfamily.
ATP4A	9606.ENSP00000262623	0.6615058538554703	0.6427209705372617	rgb(239,169,117)	Potassium-transporting ATPase alpha chain 1; Catalyzes the hydrolysis of ATP coupled with the exchange of H(+) and K(+) ions across the plasma membrane. Responsible for acid production in the stomach.
ATP6V1A	9606.ENSP00000273398	0.6840331045619702	0.4844020797227036	rgb(239,170,117)	V-type proton ATPase catalytic subunit A; Catalytic subunit of the peripheral V1 complex of vacuolar ATPase. V-ATPase vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells. In aerobic conditions, involved in intracellular iron homeostasis, thus triggering the activity of Fe(2+) prolyl hydroxylase (PHD) enzymes, and leading to HIF1A hydroxylation and subsequent proteasomal degradation. May play a role in neurite development and synaptic connectivity ; Belongs to the ATPase alpha/beta chains family.
ATP6V1B2	9606.ENSP00000276390	0.6607791683488091	0.5721403812824957	rgb(239,171,117)	V-type proton ATPase subunit B, brain isoform; Non-catalytic subunit of the peripheral V1 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells; Belongs to the ATPase alpha/beta chains family.
ATP6V1C1	9606.ENSP00000430282	0.6440654016955996	0.49376083188908143	rgb(239,172,117)	V-type proton ATPase subunit C 1; Subunit of the peripheral V1 complex of vacuolar ATPase. Subunit C is necessary for the assembly of the catalytic sector of the enzyme and is likely to have a specific function in its catalytic activity. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.
ATP6V1D	9606.ENSP00000216442	0.7123738393217602	0.5148180242634316	rgb(239,173,117)	V-type proton ATPase subunit D; Subunit of the peripheral V1 complex of vacuolar ATPase. Vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells, thus providing most of the energy required for transport processes in the vacuolar system (By similarity). May play a role in cilium biogenesis through regulation of the transport and the localization of proteins to the cilium.
ATP6V1E1	9606.ENSP00000253413	0.6302583770690352	0.5370450606585788	rgb(239,174,117)	V-type proton ATPase subunit E 1; Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.
ATP6V1G2	9606.ENSP00000302194	0.7032902704884942	0.5584922010398614	rgb(239,175,117)	V-type proton ATPase subunit G 2; Catalytic subunit of the peripheral V1 complex of vacuolar ATPase (V-ATPase). V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.
ATP6V1H	9606.ENSP00000352522	0.6705894226887364	0.5308058925476604	rgb(239,175,117)	V-type proton ATPase subunit H; Subunit of the peripheral V1 complex of vacuolar ATPase. Subunit H activates the ATPase activity of the enzyme and couples ATPase activity to proton flow. Vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells, thus providing most of the energy required for transport processes in the vacuolar system (By similarity). Involved in the endocytosis mediated by clathrin-coated pits, required for the formation of endosomes.
